LicensePlate,Categories,DateEnacted,SpecialFee,DistributionOfSpecialFee,StatutoryAuthority,AdditionalRequirements,Notes,Url,Image,ImageUrl,ImageFile
Tampa Bay Rays MLB,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Since 1996 the Rays and the Florida Sports Foundation have been partnered in support of Florida’s youth and sports. The proceeds from the annual sale and renewal of the Tampa Bay Rays license plate benefit The Rays Baseball Foundation and the Florida Sports Foundation Major & Regional Grant Program. The Rays Baseball Foundation, the charitable arm of the Tampa Bay Rays, focuses primarily on youth and education programs in the Tampa Bay region that makes a measurable difference in the community.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Tampa-Bay-Rays-MLB-Florida-Specialty-License-Plate-p258873974,tampa_bay_rays_mlb,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1785374398.jpg,images/tampa_bay_rays_mlb.jpg
Trees Are Cool,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Funds from the specialty license plate go to the Florida Chapter of the International Society of Arboriculture, Inc., which shall retain the initial revenues from the sale of such plates until all startup costs for developing and establishing the plate have been recovered not to exceed $60,000. Thereafter, the proceeds shall be used in the following manner: 1. 20% of the funds may be used by the Florida Chapter of the International Society of Arboriculture, Inc., for continuing promotion and marketing of the license plate and concept. 5% of the funds received by the Florida Society of Arboriculture, Inc., may be used for administrative costs directly associated with the operations of the Florida Chapter of the International Society of Arboriculture, Inc., with respect to the management of the Trees Are Cool license plate program. 2. 70% of the funds must be used to fulfill the mission of the Florida Chapter of the International Society of Arboriculture, Inc., which is to provide education and training statewide with respect to tree care and tree safety.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Trees-Are-Cool-Florida-Specialty-License-Plate-p243913949,trees_are_cool,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1704792903.jpg,images/trees_are_cool.jpg
UCF University Of Central,,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Revenue goes to the University of Central Florida for academic enhancement including scholarships.,https://buyfloridaspecialtyplates.com/specialty-license-plates/UCF-University-Of-Central-Florida-Specialty-License-Plate-p238297623,ucf_university_of_central,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1674884916.jpg,images/ucf_university_of_central.jpg
US Air Force,Military,,25.00,,320.08058 (38). Organization website,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE.,https://buyfloridaspecialtyplates.com/specialty-license-plates/US-Air-Force-Florida-Specialty-License-Plate-p243925019,us_air_force,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1704802084.jpg,images/us_air_force.jpg
US Army,Military,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE.,https://buyfloridaspecialtyplates.com/specialty-license-plates/US-Army-Florida-Specialty-License-Plate-p243924191,us_army,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1704802142.jpg,images/us_army.jpg
US Coast Guard,,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE.,https://buyfloridaspecialtyplates.com/specialty-license-plates/US-Coast-Guard-Florida-Specialty-License-Plate-p243928033,us_coast_guard,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1704805054.jpg,images/us_coast_guard.jpg
US Marine Corps,Military,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE.,https://buyfloridaspecialtyplates.com/specialty-license-plates/US-Marine-Corps-Florida-Specialty-License-Plate-p243924276,us_marine_corps,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1730475413.jpg,images/us_marine_corps.jpg
US Navy,Military,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE.,https://buyfloridaspecialtyplates.com/specialty-license-plates/US-Navy-Florida-Specialty-License-Plate-p243927119,us_navy,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1704806117.jpg,images/us_navy.jpg
US Olympics,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. You can proudly display the Olympic Rings on your vehicle. Through the Florida Sports Foundation, half of the fees go to promote amateur sports in Florida, including the Florida Senior Games State Championships and the Sunshine State Game. The other half goes directly to the U.S. Olympic Committee to help support the Olympic Movement and Florida's Olympic athletes. Go Team USA.",https://buyfloridaspecialtyplates.com/specialty-license-plates/US-Olympics-Florida-Specialty-License-Plate-p265860092,us_olympics,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1819539373.jpg,images/us_olympics.jpg
US Paratrooper,Military,,25.00,Specialty Tag Distribution: State Homes for Veterans Trust Fund.,320.08058 Special Fee,Additional Requirements: The paratrooper tag can only be purchased by people who have completed Army jump school or been decorated as a parachutist.,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE.,https://buyfloridaspecialtyplates.com/specialty-license-plates/US-Paratrooper-Florida-Specialty-License-Plate-p541927041,us_paratrooper,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4619119552.jpg,images/us_paratrooper.jpg
United We Stand,,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Revenue goes to the Department of Transportation to fund security-related aviation projects pursuant to Chapter 332.,https://buyfloridaspecialtyplates.com/specialty-license-plates/United-We-Stand-Florida-Specialty-License-Plate-p265833446,united_we_stand,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1819621870.jpg,images/united_we_stand.jpg
University Of North Florida UNF,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to University Of North Florida UNF, for academic enhancement. These funds help University Of North Florida grow, expand and enhance the student experience. Are you a University Of North Florida alumni? Support your school and switch to this Specialty License Plate today!",https://buyfloridaspecialtyplates.com/specialty-license-plates/University-Of-North-Florida-Specialty-License-Plate-p258909251,university_of_north_florida_unf,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/5113681889.jpg,images/university_of_north_florida_unf.jpg
University Of West,Universities,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to University Of West Florida, for academic enhancement. These funds help University Of West Florida grow, expand and enhance the student experience. Are you a University Of West Florida alumni? Support your school and switch to this Specialty License Plate today!",https://buyfloridaspecialtyplates.com/specialty-license-plates/University-Of-West-Florida-Specialty-License-Plate-p258907382,university_of_west,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1785383205.jpg,images/university_of_west.jpg
University of Alabama,Universities,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to the University of Alabama, for academic enhancement. These funds help the University of Alabama grow, expand and enhance the student experience. Are you a University of Alabama alumni? Support your school and switch to this Specialty License Plate today!",https://buyfloridaspecialtyplates.com/specialty-license-plates/University-of-Alabama-Florida-Specialty-License-Plate-p701698001,university_of_alabama,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4585585320.png,images/university_of_alabama.png
University of Florida UF,Universities,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Revenue goes to University of Florida for academic enhancement, including scholarships.",https://buyfloridaspecialtyplates.com/specialty-license-plates/University-of-Florida-UF-Florida-Specialty-License-Plate-p238210844,university_of_florida_uf,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/3883473120.jpg,images/university_of_florida_uf.jpg
University of Georgia,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to the University of Georgia, for academic enhancement. These funds help the University of Georgia grow, expand and enhance the student experience. Are you a University of Georgia alumni? Support your school and switch to this Specialty License Plate today!",https://buyfloridaspecialtyplates.com/specialty-license-plates/University-of-Georgia-Florida-Specialty-License-Plate-p589852727,university_of_georgia,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/3883856183.jpg,images/university_of_georgia.jpg
University of Miami,,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to University of Miami for academic enhancement including scholarships.,https://buyfloridaspecialtyplates.com/specialty-license-plates/University-of-Miami-Florida-Specialty-License-Plate-p240462803,university_of_miami,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/2037703015.jpg,images/university_of_miami.jpg
University of South,Universities,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Support scholarships and student programs while showing your Bull Pride. All proceeds go to enhancing The University of South Florida.,https://buyfloridaspecialtyplates.com/specialty-license-plates/University-of-South-Florida-Specialty-License-Plate-p240462830,university_of_south,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1686152695.jpg,images/university_of_south.jpg
University of Tampa,Universities,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to the University of Tampa for academic enhancement including scholarships.,https://buyfloridaspecialtyplates.com/specialty-license-plates/University-of-Tampa-Florida-Specialty-License-Plate-p240474033,university_of_tampa,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/3883473130.jpg,images/university_of_tampa.jpg
Visit Our Lights,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Lighthouses played a critical role in Florida’s history; making it possible to explore, settle and develop Florida by using its 1350 miles of coastline (second only to Alaska in states with longest coastline). Only 30 lighthouses remain today. A 2002 study done by the State of Florida estimated that it will take almost $20 million dollars to preserve these towers. Florida Lighthouse Association is a nonprofit organization. Financial support comes from charitable gifts, membership dues, and the Florida State specialty license plate sales. FLA does not receive any government funding! The annual use fees go to the Florida Lighthouse Association, Inc., to fund the preservation, restoration, and protection of the 29 historic lighthouses remaining in the state. SUPPORT FLORIDA'S HISTORY - VISIT OUR LIGHTS!",https://buyfloridaspecialtyplates.com/specialty-license-plates/Visit-Our-Lights-Florida-Specialty-License-Plate-p258896469,visit_our_lights,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1785383255.jpg,images/visit_our_lights.jpg
Walt Disney World,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. This magical plate is currently available for sale and will also help make even more dreams true, with 100 percent of the proceeds benefiting Make-A-Wish of Central and Northern Florida and their work granting wishes for children with life-threatening medical conditions. Disney has a longstanding relationship with Make-A-Wish, dating back to 1980, and since then, more than 140,000 Disney-inspired wishes have been granted, including thousands taking place at Walt Disney World Resort. This license plate is a unique opportunity to commemorate 50 years of Central Florida magic. ORDER TODAY!",https://buyfloridaspecialtyplates.com/specialty-license-plates/Walt-Disney-World-Florida-Specialty-License-Plate-p397847131,walt_disney_world,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/3883541081.jpg,images/walt_disney_world.jpg
Warner Southern College,Universities,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to Warner Southern College, for academic enhancement. These funds help Warner Southern College grow, expand and enhance the student experience. Are you a Warner Southern College alumni? Support your school and switch to this Specialty License Plate today!",https://buyfloridaspecialtyplates.com/specialty-license-plates/Warner-Southern-College-Florida-Specialty-License-Plate-p258912485,warner_southern_college,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/1785498834.jpg,images/warner_southern_college.jpg
Warner University,Universities,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to Warner University, for academic enhancement. These funds help Warner University grow, expand and enhance the student experience. Are you a Warner University alumni? Support your school and switch to this Specialty License Plate today!",https://buyfloridaspecialtyplates.com/specialty-license-plates/Warner-University-Florida-Specialty-License-Plate-p542699839,warner_university,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/3533615442.jpg,images/warner_university.jpg
Webber International University,Universities,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to Webber International University, for academic enhancement. These funds help Webber International University grow, expand and enhance the student experience. Are you a Webber International University alumni? Support your school and switch to this Specialty License Plate today!",https://buyfloridaspecialtyplates.com/specialty-license-plates/Webber-International-University-Florida-Specialty-License-Plate-p542697346,webber_international_university,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/3533614905.jpg,images/webber_international_university.jpg
Wildlife Foundation Of,Environmental,,25.00,"Revenue from the specialty tag goes to the Wildlife Foundation of Florida to preserve open space and wildlife habitat, promote conservation, improve wildlife habitat, and establish open space for the perpetual use of the public.",320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE.,https://buyfloridaspecialtyplates.com/specialty-license-plates/Wildlife-Foundation-Of-Florida-Specialty-License-Plate-p243928110,wildlife_foundation_of,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4758633199.jpg,images/wildlife_foundation_of.jpg
Zeta Phi Beta Sorority Divine Nine,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. The revenue collected annually from the sale of Divine Nine specialty license plates will be distributed to the United Negro College Fund, Inc., for college scholarships for Florida residents attending Florida’s historically black colleges and universities; the Association to Preserve African American Society, History and Tradition, Inc.; and to the individual organizations outlined in section 320.08058(101)(b), F.S. to promote community awareness and action through educational, economic, and cultural service activities within the state.",https://buyfloridaspecialtyplates.com/specialty-license-plates/Zeta-Phi-Beta-Sorority-Divine-Nine-Florida-Specialty-License-Plate-p541923549,zeta_phi_beta_sorority_divine_nine,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4731727624.jpg,images/zeta_phi_beta_sorority_divine_nine.jpg
Adventist University,Universities,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to Adventist University, for academic enhancement. These funds help Adventist University grow, expand and enhance the student experience. Are you a Adventist University alumni? Support your school and switch to this Specialty License Plate today!",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Adventist-University-Florida-Specialty-License-Plate-p542698847,adventist_university,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4608167041.jpg,images/adventist_university.jpg
Agricultural Education,,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE.,https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Agricultural-Education-Florida-Specialty-License-Plate-p265702947,agricultural_education,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4608163847.jpg,images/agricultural_education.jpg
Agriculture,,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE.,https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Agriculture-Florida-Specialty-License-Plate-p265847351,agriculture,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4608163982.png,images/agriculture.png
Air Force Combat Action Medal,Military,,25.00,Specialty Tag Distribution: Revenues from the purchase and renewal of this plate supports the State Homes for Veterans Trust Fund.,320.08058 Special Fee,Additional Requirements: This License Plate is only allowed to be purchased by persons who have served and or completed training for specific operations. When purchasing this plate you will be asked to upload documented proof of participation in the operations or special school that this plate represents.,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE,https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Air-Force-Combat-Action-Medal-Florida-Specialty-License-Plate-p706578239,air_force_combat_action_medal,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4619110450.jpg,images/air_force_combat_action_medal.jpg
Air Force Cross,Military,,25.00,Specialty Tag Distribution: Revenues from the purchase and renewal of this plate supports the State Homes for Veterans Trust Fund.,320.08058 Special Fee,Additional Requirements: This License Plate is only allowed to be purchased by persons who have served and or completed training for specific operations. When purchasing this plate you will be asked to upload documented proof of participation in the operations or special school that this plate represents.,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE.,https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Air-Force-Cross-Florida-Specialty-License-Plate-p706631019,air_force_cross,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4619135986.jpg,images/air_force_cross.jpg
Alpha Kappa Alpha Sorority Divine Nine,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. The revenue collected annually from the sale of Divine Nine specialty license plates will be distributed to the United Negro College Fund, Inc., for college scholarships for Florida residents attending Florida’s historically black colleges and universities; the Association to Preserve African American Society, History and Tradition, Inc.; and to the individual organizations outlined in section 320.08058(101)(b), F.S. to promote community awareness and action through educational, economic, and cultural service activities within the state.",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Alpha-Kappa-Alpha-Sorority-Divine-Nine-Florida-Specialty-License-Plate-p541916298,alpha_kappa_alpha_sorority_divine_nine,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4608126232.png,images/alpha_kappa_alpha_sorority_divine_nine.png
Alpha Phi Alpha Sorority Divine Nine,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. The revenue collected annually from the sale of Divine Nine specialty license plates will be distributed to the United Negro College Fund, Inc., for college scholarships for Florida residents attending Florida’s historically black colleges and universities; the Association to Preserve African American Society, History and Tradition, Inc.; and to the individual organizations outlined in section 320.08058(101)(b), F.S. to promote community awareness and action through educational, economic, and cultural service activities within the state.",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Alpha-Phi-Alpha-Sorority-Divine-Nine-Florida-Specialty-License-Plate-p589951918,alpha_phi_alpha_sorority_divine_nine,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4608163999.png,images/alpha_phi_alpha_sorority_divine_nine.png
America The Beautiful,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. The revenue collected annually from the sale of the America the Beautiful specialty license plate will be distributed to the America the Beautiful Fund for projects and programs teaching character, leadership, and service to Florida youth; the provision of supportive services and assistance to members of the military community; outdoor education advancing the ideal of self-sufficiency; wildlife conservation, including imperiled and managed species; the maintenance of historic or culturally important sites, buildings, structures, or objects; and the development and modification of playgrounds, recreational areas, or other outdoor amenities, including disability access.",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/America-The-Beautiful-Florida-Specialty-License-Plate-p540445562,america_the_beautiful,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4608290292.png,images/america_the_beautiful.png
American Legion,Military,,25.00,,320.08058 Special Fee,,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Organization website: www.Floridalegion.org Revenues go to the American Legion Department of Florida.,https://www.buyfloridaspecialtyplates.com/specialty-license-plates/American-Legion-Florida-Specialty-License-Plate-p243924086,american_legion,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4608285579.png,images/american_legion.png
Animal Friend,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Funds are distributed to Florida Animal Friend, Inc ., for spay and neuter programs in the state. No more than 10% of the fees collected may be used for administrative costs directly associated with marketing and promotion of the Animal Friend license plate and distribution of funds. Funds received from the purchase of the Animal Friend license plate shall not be used for litigation.",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Animal-Friend-Florida-Specialty-License-Plate-p240474274,animal_friend,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4608290317.png,images/animal_friend.png
Aquaculture,Environmental,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Funds go to aquaculture research and education programs. Revenue is distributed to the Harbor Branch Oceanographic Institute Foundation, Inc. for aquaculture research and education programs.",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Aquaculture-Florida-Specialty-License-Plate-p240467665,aquaculture,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4608290332.png,images/aquaculture.png
Army of Occupation,Military,,25.00,Specialty Tag Distribution: Revenues from the purchase and renewal of this plate supports the State Homes for Veterans Trust Fund.,320.08058 Special Fee,Additional Requirements: This License Plate is only allowed to be purchased by persons who have served and or completed training for specific operations. When purchasing this plate you will be asked to upload documented proof of participation in the operations or special school that this plate represents.,NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE .,https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Army-of-Occupation-Florida-Specialty-License-Plate-p706578240,army_of_occupation,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4619136657.jpg,images/army_of_occupation.jpg
Auburn University,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to Auburn University, for academic enhancement. These funds help Auburn University grow, expand and enhance the student experience. Are you a Auburn University alumni? Support your school and switch to this Specialty License Plate today!",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Auburn-University-Florida-Specialty-License-Plate-p721867846,auburn_university,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4913080402.png,images/auburn_university.png
Ave Maria University,Universities,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to Ave Maria University, for academic enhancement. These funds help Ave Maria University grow, expand and enhance the student experience. Are you a Ave Maria University alumni? Support your school and switch to this Specialty License Plate today!",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Ave-Maria-University-Florida-Specialty-License-Plate-p542698352,ave_maria_university,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4608290366.png,images/ave_maria_university.png
Barry University,Universities,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Barry University is a private, Catholic institution with a history of academic excellence in the Dominican tradition. Founded in 1940 in Miami, Florida, the University enrolls 2,747 full-time undergraduate students and 3,748 graduate students. Grounded in the liberal arts tradition, Barry University is a scholarly community committed to the highest academic standards in undergraduate, graduate and professional education. In the Catholic intellectual tradition, integration of study, reflection and action inform the intellectual life.",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Barry-University-Florida-Specialty-License-Plate-p238165577,barry_university,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4608319082.png,images/barry_university.png
Beacon College,Universities,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Annual use fees go to Beacon College, for academic enhancement. These funds help Beacon College grow, expand and enhance the student experience. Are you a Beacon College alumni? Support your school and switch to this Specialty License Plate today!",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Beacon-College-Florida-Specialty-License-Plate-p542698848,beacon_college,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4608276964.png,images/beacon_college.png
Best Buddies Tom Brady,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. Best Buddies is the world’s largest organization dedicated to ending the social, physical and economic isolation of the 200 million people with intellectual and developmental disabilities (IDD). Our programs empower the special abilities of people with IDD by helping them form meaningful friendships with their peers, secure successful jobs, live independently, improve public speaking, self-advocacy and communication skills, and feel valued by society.",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Best-Buddies-Tom-Brady-Florida-Specialty-License-Plate-p590307767,best_buddies_tom_brady,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4303967508.png,images/best_buddies_tom_brady.png
Bethune Cookman University,Universities,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. On October 3, 1904, a very determined young black woman, Mary McLeod Bethune, opened the Daytona Literary and Industrial Training School for African American Girls with $1.50, faith in God and five little girls: Lena, Lucille, and Ruth Warren, Anna Geiger and Celest Jackson. Through Dr. Bethune’s lifetime, the school underwent several stages of growth and development and on May 24, 1919, the Daytona Educational and Industrial Institute was changed to Daytona Normal and Industrial Institute. In 1923 the school merged with Cookman Institute of Jacksonville, Florida (founded in 1872) and became co-ed while it also gained the prestigious United Methodist Church affiliation. Although the merger of Bethune’s school and Cookman Institute began in 1923, it was not finalized until 1925 when both schools collaborated to become the Daytona-Cookman Collegiate Institute. In 1931, the College became accredited by the Association of Colleges and Secondary Schools of the Southern States, as a Junior College with class B status, and on April 27, 1931, the school’s name was officially changed to Bethune-Cookman College to reflect the leadership of Dr. Mary McLeod Bethune.",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Bethune-Cookman-University-Florida-Specialty-License-Plate-p238180257,bethune_cookman_university,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4608276994.png,images/bethune_cookman_university.png
Big Brothers Big Sisters,,,25.00,,320.08058 Special Fee,,"NOTE: ALL FLORIDA RESIDENTS OF ALL FLORIDA COUNTIES CAN ORDER THIS PLATE. There are thousands of children across Florida in need of a mentor. But being a volunteer mentor and role model is only one of the ways to support Big Brothers Big Sisters. You can also purchase one of their license plates. Big Brothers Big Sisters Association of Florida helps to build the capacity of one-to-one mentoring programs that are evidence based, with proven results. They offer young people positive and life-affirming choices. The Big Brothers Big Sisters specialty license plate was enacted by the Florida Legislature in 2013. This is the first redesign of the plate.",https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Big-Brothers-Big-Sisters-Florida-Specialty-License-Plate-p258883099,big_brothers_big_sisters,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4608290426.png,images/big_brothers_big_sisters.png
Blue Angels Florida MOTORCYCLE,,,25.00,,320.08058 Special Fee,,,https://www.buyfloridaspecialtyplates.com/specialty-license-plates/Blue-Angels-Florida-MOTORCYCLE-License-Plate-p711035012,blue_angels_florida_motorcycle,https://d2j6dbq0eux0bg.cloudfront.net/images/37174325/4653283020.png,images/blue_angels_florida_motorcycle.png
